start,end,q_date,region,q_region,district,q_district,municipality,q_municipality,city,q_neighbourhood,q_shop_type,trader,q_sell_salt,q_salt_available_in_shop,q_salt_quantity1,q_salt_quantity2,q_salt_price,q_salt_price_per_kilo,q_salt_brand,q_sell_sugar,q_sugar_available_in_shop,q_sugar_quantity1,q_sugar_quantity2,q_sugar_price,q_sugar_price_per_kilo,q_sugar_brand,q_sell_flour,q_flour_available_in_shop,q_flour_quantity1,q_flour_quantity2,q_flour_price,q_flour_price_per_kilo,q_flour_brand,q_sell_rice,q_rice_available_in_shop,q_rice_quantity1,q_rice_quantity2,q_rice_price,q_rice_price_per_kilo,q_rice_brand,q_sell_pasta,q_pasta_available_in_shop,q_pasta_quantity1,q_pasta_quantity2,q_pasta_price,q_pasta_price_per_500g,q_pasta_brand,q_sell_couscous,q_couscous_available_in_shop,q_couscous_quantity1,q_couscous_quantity2,q_couscous_price,q_couscous_price_per_kilo,q_couscous_brand,q_sell_tomatop,q_tomatop_available_in_shop,q_tomatop_quantity1,q_tomatop_quantity2,q_tomatop_price,q_tomatop_price_per_400g,q_tomatop_brand,q_sell_chickpeas,q_chickpeas_available_in_shop,q_chickpeas_quantity1,q_chickpeas_quantity2,q_chickpeas_price,q_chickpeas_price_per_400g,q_chickpeas_brand,q_sell_beans,q_beans_available_in_shop,q_beans_quantity1,q_beans_quantity2,q_beans_price,q_beans_price_per_400g,q_beans_brand,q_sell_cmilk,q_cmilk_available_in_shop,q_cmilk_quantity1,q_cmilk_quantity2,q_cmilk_price,q_cmilk_price_per_200ml,q_cmilk_brand,q_sell_milk,q_milk_available_in_shop,q_milk_quantity1,q_milk_quantity2,q_milk_price,q_milk_price_per_liter,q_milk_brand,q_sell_babymilk,q_babymilk_available_in_shop,q_babymilk_quantity1,q_babymilk_quantity2,q_babymilk_price,q_babymilk_price_per_400g,q_babymilk_brand,q_sell_gtea,q_gtea_available_in_shop,q_gtea_quantity1,q_gtea_quantity2,q_gtea_price,q_gtea_price_per_250g,q_gtea_brand,q_sell_btea,q_btea_available_in_shop,q_btea_quantity1,q_btea_quantity2,q_btea_price,q_btea_price_per_250g,q_btea_brand,q_sell_oil,q_oil_available_in_shop,q_oil_quantity1,q_oil_quantity2,q_oil_price,q_oil_price_per_liter,q_oil_brand,q_sell_tuna,q_tuna_available_in_shop,q_tuna_quantity1,q_tuna_quantity2,q_tuna_price,q_tuna_price_per_200g,q_tuna_brand,q_sell_eggs,q_eggs_available_in_shop,q_eggs_quantity1,q_eggs_quantity2,q_eggs_price,q_eggs_price_per_30eggs,q_eggs_brand,q_sell_chicken,q_chicken_available_in_shop,q_chicken_quantity1,q_chicken_quantity2,q_chicken_price,q_chicken_price_per_kilo,q_chicken_brand,q_sell_lamb,q_lamb_available_in_shop,q_lamb_quantity1,q_lamb_quantity2,q_lamb_price,q_lamb_price_per_kilo,q_lamb_brand,q_sell_bread,q_bread_available_in_shop,q_bread_quantity1,q_bread_quantity2,q_bread_price,q_bread_price_per_5medium_pieces,q_sell_tomatoes,q_tomatoes_available_in_shop,q_tomatoes_quantity1,q_tomatoes_quantity2,q_tomatoes_price,q_tomatoes_price_per_kilo,q_sell_onions,q_onions_available_in_shop,q_onions_quantity1,q_onions_quantity2,q_onions_price,q_onions_price_per_kilo,q_sell_pepper,q_pepper_available_in_shop,q_pepper_quantity1,q_pepper_quantity2,q_pepper_price,q_pepper_price_per_kilo,q_sell_potatoes,q_potatoes_available_in_shop,q_potatoes_quantity1,q_potatoes_quantity2,q_potatoes_price,q_potatoes_price_per_kilo,q_sell_hwsoap,q_hwsoap_available_in_shop,q_hwsoap_quantity1,q_hwsoap_quantity2,q_hwsoap_price,q_hwsoap_price_per_piece,q_hwsoap_brand,q_sell_lsoap,q_lsoap_available_in_shop,q_lsoap_quantity1,q_lsoap_quantity2,q_lsoap_price,q_lsoap_price_per_kilo,q_lsoap_brand,q_sell_shampoo,q_shampoo_available_in_shop,q_shampoo_quantity1,q_shampoo_quantity2,q_shampoo_price,q_shampoo_price_per_250ml,q_shampoo_brand,q_sell_dsoap,q_dsoap_available_in_shop,q_dsoap_quantity1,q_dsoap_quantity2,q_dsoap_price,q_dsoap_price_per_liter,q_dsoap_brand,q_sell_toothpaste,q_toothpaste_available_in_shop,q_toothpaste_quantity1,q_toothpaste_quantity2,q_toothpaste_price,q_toothpaste_price_per_tube,q_toothpaste_brand,q_sell_toothbrush,q_toothbrush_available_in_shop,q_toothbrush_quantity1,q_toothbrush_quantity2,q_toothbrush_price,q_toothbrush_price_per_brush,q_toothbrush_brand,q_sell_spads,q_spads_available_in_shop,q_spads_quantity1,q_spads_quantity2,q_spads_price,q_spads_price_per_10pads,q_spads_brand,q_sell_diapers,q_diapers_available_in_shop,q_diapers_quantity1,q_diapers_quantity2,q_diapers_price,q_diapers_price_per_30diapers,q_diapers_brand,__version__,_id,_uuid,_submission_time,_index
2017-07-13T18:37:23.221+02,2017-07-14T01:13:37.955+02,2017-06-13,West,LBY02,Nalut,LBY0202,Nalut,LBY020205,Nalut,نالوت,general_store,NA,yes,yes,yes,NA,1.0,1,كوتوزال,yes,yes,yes,NA,3.0,3,الخليج,yes,yes,yes,NA,1.25,1.3,لا شيء,yes,yes,yes,NA,3.5,3.5,الأسرة,yes,yes,yes,NA,1.25,1.3,spiga,yes,yes,yes,NA,3.5,3.5,diari,yes,yes,yes,NA,1.5,1.5,البستان,yes,yes,yes,NA,1.75,1.8,لارا,yes,yes,yes,NA,2.5,2.5,Lord food,yes,yes,no,270.0,1.75,1.3,المراعي,no,NA,NA,NA,NA,NA,NA,yes,yes,no,200.0,5.5,11,الأمين,yes,yes,yes,NA,5.5,5.5,نابت,yes,yes,yes,NA,7.5,7.5,شاي زهرة,yes,yes,yes,NA,3.5,3.5,المنارة,yes,yes,no,160.0,3.5,4.4,ALDA,yes,yes,yes,NA,7.5,7.5,لا شئ,no,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,yes,yes,yes,NA,1.0,1,elsiL,yes,yes,no,0.12,1.0,8.3,oxi,yes,yes,no,380.0,7.0,4.6,souplesse,yes,yes,no,0.73,3.75,5.1,FEBA,no,NA,NA,NA,NA,NA,NA,yes,yes,yes,NA,2.0,2,morning fresh,yes,yes,yes,NA,1.5,1.5,LiLas,yes,yes,no,35,20.0,17.1,Lilas Bebe,vYh2dAEbuPAT4DaeKbjRK4,10665324,0ec6501a-2a30-4475-afb9-a76c1ae0a14f,2017-07-13T23:16:43,49
2017-07-13T19:31:13.666+02,2017-07-14T01:03:47.188+02,2017-07-13,West,LBY02,Nalut,LBY0202,Nalut,LBY020205,Nalut,نالوت,general_store,NA,yes,yes,yes,NA,1.0,1,الأسرة,yes,yes,yes,NA,3.25,3.3,سكر العافية,yes,yes,yes,NA,1.25,1.3,لا شيء,yes,yes,yes,NA,3.5,3.5,زاد الخير,yes,yes,yes,NA,1.5,1.5,spiga,yes,yes,yes,NA,3.5,3.5,Diari,yes,yes,yes,NA,1.0,1,De rica,yes,yes,yes,NA,2.25,2.3,Lord food,yes,yes,yes,NA,2.0,2,أويا,yes,yes,no,159.0,2.5,3.1,جودي,yes,yes,yes,NA,4.75,4.8,friscli,yes,yes,no,1000.0,16.0,6.4,لا شيئ,yes,yes,yes,NA,6.0,6,شاي سهم,yes,yes,yes,NA,7.0,7,ceylon,yes,yes,yes,NA,3.75,3.8,الصفوه,yes,yes,no,160.0,3.5,4.4,الصياد,yes,yes,yes,NA,8.0,8,لا شئ,no,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,yes,yes,yes,NA,0.5,0.5,cleopatra,no,NA,NA,NA,NA,NA,NA,yes,yes,no,500.0,4.0,2,LaquiLa,yes,yes,no,0.7,2.5,3.6,النجمة الذهبية,yes,yes,no,50,2.5,5,crest,yes,yes,yes,NA,1.0,1,cobor,yes,yes,yes,NA,3.25,3.3,LiLas,yes,yes,no,35,20.0,17.1,LiLas Bebe,vYh2dAEbuPAT4DaeKbjRK4,10665325,43c6efee-9957-478f-80b2-8818c68f45e3,2017-07-13T23:16:47,50
2017-07-13T19:53:33.100+02,2017-07-14T01:08:38.536+02,2017-07-13,West,LBY02,Nalut,LBY0202,Nalut,LBY020205,Nalut,نالوت,general_store,NA,yes,yes,yes,NA,1.0,1,كوتوزال,yes,yes,yes,NA,3.0,3,سكر العافية,yes,yes,yes,NA,1.25,1.3,دقيق قمح فاخر,yes,yes,yes,NA,3.5,3.5,أرز نقي,yes,yes,yes,NA,1.5,1.5,spiga,yes,yes,yes,NA,3.5,3.5,المائدة,yes,yes,yes,NA,1.25,1.3,الوسيط,yes,yes,yes,NA,2.5,2.5,Anna,yes,yes,yes,NA,2.5,2.5,لورد فوود,yes,yes,no,159.0,2.0,2.5,جودي,yes,yes,yes,NA,4.5,4.5,olden burger,yes,yes,yes,NA,17.0,17,نيدو,yes,yes,yes,NA,4.5,4.5,جديد نابت,yes,yes,yes,NA,7.0,7,الشارقة,yes,yes,yes,NA,3.0,3,المنارة,yes,yes,no,160.0,3.25,4.1,RoyaL,yes,yes,yes,NA,6.5,6.5,لا شي,no,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,yes,yes,yes,NA,1.75,1.8,Fa,yes,yes,no,0.2,1.75,8.8,نظيف,yes,yes,yes,NA,4.5,4.5,Capilys,yes,yes,no,0.7,4.5,6.4,النجمة الذهبية,yes,yes,no,50.0,3.0,6,signaL,yes,yes,yes,NA,2.0,2,caoLa,yes,yes,yes,NA,3.0,3,LiLas,yes,yes,no,35,20.0,17.1,LiLas Bebe,vYh2dAEbuPAT4DaeKbjRK4,10665326,5e0176ca-12ec-4090-a8a9-8c77c6f5d09c,2017-07-13T23:16:51,51
2017-07-13T20:19:45.960+02,2017-07-14T00:32:34.201+02,2017-07-13,West,LBY02,Nalut,LBY0202,Nalut,LBY020205,Nalut,نالوت,general_store,NA,yes,yes,yes,NA,1.0,1,الأسرة,yes,yes,yes,NA,3.5,3.5,الخليج,no,NA,NA,NA,NA,NA,NA,yes,yes,yes,NA,3.5,3.5,الأميرة,yes,yes,yes,NA,1.5,1.5,الجوهرة,yes,yes,yes,NA,3.5,3.5,الأميرة,yes,yes,yes,NA,1.25,1.3,الصفوة,yes,yes,yes,NA,2.5,2.5,Nour,yes,yes,yes,NA,2.5,2.5,روزانا,yes,yes,no,170.0,2.25,2.6,المراعي,yes,yes,yes,NA,5.0,5,ستيريل غاردا,no,NA,NA,NA,NA,NA,NA,yes,yes,yes,NA,4.75,4.8,الجمل,yes,yes,no,125.0,3.5,7,الشارقة,yes,yes,yes,NA,4.5,4.5,الصفوة,yes,yes,no,140.0,3.25,4.6,كنزة,yes,yes,yes,NA,7.5,7.5,لا شيئ,no,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,yes,yes,yes,NA,1.0,1,elsil,yes,yes,no,0.12,0.75,6.3,النجمة,yes,yes,no,200.0,3.5,4.4,moist,yes,yes,no,0.73,2.5,3.4,FEBA,yes,yes,no,50.0,3.5,7,كرست,yes,yes,yes,NA,1.25,1.3,good morning,yes,yes,yes,NA,3.25,3.3,LiLas,yes,yes,no,35,20.0,17.1,LiLas Bebe,vYh2dAEbuPAT4DaeKbjRK4,10665327,5ae881c0-ce14-4a3a-bb4f-84ac639f31db,2017-07-13T23:16:53,52
2017-07-13T22:41:35.323+02,2017-07-13T22:46:21.353+02,2017-07-13,West,LBY02,Nalut,LBY0202,Nalut,LBY020205,Nalut,نالوت,bakery,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,yes,yes,NA,1.0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,vYh2dAEbuPAT4DaeKbjRK4,10665336,afeed1e2-f42f-42d1-866e-66e321f6999e,2017-07-13T23:17:50,53
2017-07-13T22:51:19.150+02,2017-07-13T22:53:26.828+02,2017-07-13,West,LBY02,Nalut,LBY0202,Nalut,LBY020205,Nalut,نالوت,bakery,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,yes,yes,NA,1.0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,vYh2dAEbuPAT4DaeKbjRK4,10665337,0b4eacc6-cbbc-46cf-b763-8e5e7e29dd7c,2017-07-13T23:17:52,38
2017-07-13T21:53:01.264+02,2017-07-14T01:18:32.691+02,2017-07-13,West,LBY02,Nalut,LBY0202,Nalut,LBY020205,Nalut,نالوت,bakery,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,yes,yes,NA,1.0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,vYh2dAEbuPAT4DaeKbjRK4,10665353,c80d736c-f71d-4ea9-8e35-f776ff8ea6dc,2017-07-13T23:21:07,39
2017-07-13T20:51:34.246+02,2017-07-14T01:22:12.376+02,2017-07-13,West,LBY02,Nalut,LBY0202,Nalut,LBY020205,Nalut,نالوت,butcher,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,yes,yes,NA,11.75,11.8,لاشي,yes,yes,yes,NA,28.0,28,لاشي,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,vYh2dAEbuPAT4DaeKbjRK4,10665395,f83d37d6-b8eb-4612-8787-f88fb9d8d7d6,2017-07-13T23:24:34,40
2017-07-13T21:27:43.048+02,2017-07-14T01:23:50.180+02,2017-07-13,West,LBY02,Nalut,LBY0202,Nalut,LBY020205,Nalut,نالوت,butcher,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,yes,yes,NA,11.75,11.8,لاشي,yes,yes,yes,NA,28.0,28,لاشي,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,vYh2dAEbuPAT4DaeKbjRK4,10665396,30346653-201c-4e18-9675-4270e3f5e479,2017-07-13T23:24:36,41
2017-07-13T21:41:05.030+02,2017-07-14T01:23:12.822+02,2017-07-13,West,LBY02,Nalut,LBY0202,Nalut,LBY020205,Nalut,نالوت,butcher,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,yes,yes,NA,11.75,11.8,لاشي,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,vYh2dAEbuPAT4DaeKbjRK4,10665397,fda1eb27-3e23-42ba-992a-9d65661f6fdb,2017-07-13T23:24:38,42
2017-07-13T21:43:11.484+02,2017-07-14T01:23:38.968+02,2017-07-13,West,LBY02,Nalut,LBY0202,Nalut,LBY020205,Nalut,نالوت,butcher,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,yes,yes,yes,NA,28.0,28,لاشي,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,vYh2dAEbuPAT4DaeKbjRK4,10665398,3bbbe662-26a5-4a90-b4d9-c5548bd14030,2017-07-13T23:24:40,43
2017-07-13T21:46:36.072+02,2017-07-14T01:24:07.043+02,2017-07-13,West,LBY02,Nalut,LBY0202,Nalut,LBY020205,Nalut,نالوت,butcher,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,yes,yes,NA,11.75,11.8,لاشي,yes,yes,yes,NA,28.0,28,لاشي,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,vYh2dAEbuPAT4DaeKbjRK4,10665400,b8d4038e-46ea-4eda-9ab4-14631ed9e6b6,2017-07-13T23:24:42,44
2017-07-13T20:37:35.121+02,2017-07-14T01:27:13.219+02,2017-07-13,West,LBY02,Nalut,LBY0202,Nalut,LBY020205,Nalut,نالوت,vegetable,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,yes,yes,NA,2.0,2,yes,yes,yes,NA,1.5,1.5,yes,yes,yes,NA,3.0,3,yes,yes,yes,NA,2.5,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,vYh2dAEbuPAT4DaeKbjRK4,10665429,3cc10e77-c0f2-4825-b969-7f69928ecfb9,2017-07-13T23:27:37,45
